# K-Export Stars Korean sector performance · as of 2026-08-03 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,737.35,2.44,-3.6,-14.93,-22.02,
KOSPI,KOSPI,코스피,6257.45,-5.12,-7.38,-18.18,45.2,
KOSPI,Transport & Warehousing,운송·창고,1939.84,-0.74,-1.08,1.2,4.35,19.38
KOSDAQ,Telecom,통신,947.84,1.98,-0.85,0.76,-16.78,15.69
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4688.57,-1.08,-2.53,0.13,4.01,18.31
KOSPI,Real Estate,부동산,864.75,0.29,-1.78,-0.24,-13.51,17.94
KOSPI,Pharmaceuticals,제약,15037.27,-2.56,-4.16,-0.33,-15.16,17.85
KOSDAQ,Transport & Warehousing,운송·창고,2922.24,-0.33,-2.85,-0.49,9.36,14.44
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,3957.37,0.1,-2.29,-2.39,-20.18,12.54
KOSPI,Paper & Timber,종이·목재,204.26,0.69,-3.19,-2.64,-24.66,15.54
KOSDAQ,Paper & Timber,종이·목재,5912.64,1.1,-4.37,-2.68,-23.2,12.25
KOSPI,IT Services,IT 서비스,1159.33,-0.3,-4.63,-3.42,-11.33,14.76
KOSPI,Telecom,통신,581.84,0.69,-9.43,-3.79,21.04,14.39
KOSDAQ,Transport Equipment & Parts,운송장비·부품,3869.13,3.06,-0.32,-3.86,-27.28,11.07
KOSDAQ,IT Services,IT 서비스,607.25,2.0,-2.29,-5.63,-34.25,9.3
KOSPI,Chemicals,화학,4150.01,-1.14,-5.47,-5.65,2.39,12.53
KOSPI,Metals,금속,6161.07,-0.46,-2.28,-6.03,-4.72,12.15
KOSDAQ,Other Manufacturing,기타제조,495.07,-0.26,-3.23,-6.23,-25.23,8.7
KOSDAQ,Retail & Distribution,유통,420.75,-0.06,-4.73,-6.77,-14.39,8.16
KOSPI,Non-metallic Minerals,비금속,3326.1,-0.23,-2.99,-7.27,-18.21,10.91
KOSPI,Utilities (Electricity & Gas),전기·가스,1060.92,-0.77,-4.16,-7.28,-22.74,10.9
KOSPI,General Services,일반서비스,1236.1,0.23,-4.91,-8.62,-5.76,9.56
KOSDAQ,Textiles & Apparel,섬유·의류,24.96,2.34,-4.59,-8.74,-39.61,6.19
KOSDAQ,Media & Entertainment,오락·문화,277.93,1.69,-3.92,-9.38,-46.39,5.55
KOSDAQ,Financials,금융,1290.22,-0.48,-2.54,-9.44,-13.13,5.49
KOSPI,Textiles & Apparel,섬유·의류,213.18,-10.16,-9.56,-10.11,-10.37,8.07
KOSDAQ,Chemicals,화학,1820.02,2.43,-3.47,-10.43,-26.53,4.5
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1748.28,2.37,-4.06,-11.06,-28.02,3.87
KOSDAQ,Construction,건설,66.35,0.5,-6.63,-11.39,-18.26,3.54
KOSPI,Securities,증권,5113.31,-3.32,-7.12,-12.03,18.92,6.15
KOSPI,Financials,금융,1063.81,-1.79,-5.27,-12.45,36.01,5.73
KOSPI,Insurance,보험,44404.43,-5.06,-6.23,-12.69,46.78,5.49
KOSDAQ,Metals,금속,1572.04,0.11,-5.62,-13.89,-16.05,1.04
KOSPI,Media & Entertainment,오락·문화,842.03,0.79,-14.42,-14.08,-41.96,4.1
KOSDAQ,Publishing & Media,출판·매체복제,1216.49,-0.74,-7.08,-14.43,-44.22,0.5
KOSDAQ,Electronics & Semiconductors,전기전자,1383.84,1.46,-5.55,-15.68,-6.13,-0.75
KOSPI,Transport Equipment & Parts,운송장비·부품,4843.54,-0.29,-1.76,-15.7,1.73,2.48
KOSPI,Machinery & Equipment,기계·장비,2676.04,-0.54,-5.21,-15.98,-2.94,2.2
KOSPI,Construction,건설,133.66,1.74,-8.73,-16.08,38.45,2.1
KOSDAQ,Pharmaceuticals,제약,8566.92,4.75,-0.58,-16.39,-35.53,-1.46
KOSPI,Retail & Distribution,유통,580.89,-4.64,-5.05,-16.52,21.4,1.66
KOSDAQ,General Services,일반서비스,3809.25,4.16,-2.23,-17.59,-38.55,-2.66
KOSDAQ,Machinery & Equipment,기계·장비,676.54,2.78,-4.59,-21.02,2.91,-6.09
KOSPI,Electronics & Semiconductors,전기전자,98888.21,-7.6,-9.31,-22.69,89.46,-4.51
KOSPI,Medical & Precision Instruments,의료·정밀기기,1505.55,0.73,-5.84,-22.81,1.54,-4.63
KOSDAQ,Non-metallic Minerals,비금속,53614.19,1.76,-8.33,-24.62,7.41,-9.69
