# K-Export Stars Korean sector performance · as of 2026-08-26 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,826.87,-0.03,0.29,8.11,-12.55,
KOSPI,KOSPI,코스피,6808.21,0.97,5.21,0.78,57.98,
KOSPI,Construction,건설,174.31,5.68,7.88,19.02,80.56,18.24
KOSDAQ,Telecom,통신,1093.79,-0.93,10.53,14.42,-3.96,6.31
KOSDAQ,General Services,일반서비스,4421.38,0.83,0.34,13.48,-28.68,5.37
KOSPI,Metals,금속,7137.42,-1.85,4.84,13.21,10.37,12.43
KOSDAQ,Non-metallic Minerals,비금속,65658.7,-0.1,2.25,12.26,31.54,4.15
KOSPI,Machinery & Equipment,기계·장비,3150.0,4.06,6.78,11.58,14.26,10.8
KOSDAQ,Retail & Distribution,유통,491.55,-0.01,0.71,11.3,0.01,3.19
KOSDAQ,Chemicals,화학,2082.99,-0.65,0.62,10.47,-15.91,2.36
KOSDAQ,Pharmaceuticals,제약,9416.99,0.33,-0.41,9.29,-29.13,1.18
KOSDAQ,Financials,금융,1444.84,0.69,2.66,9.14,-2.72,1.03
KOSDAQ,Machinery & Equipment,기계·장비,772.82,-0.89,-0.48,8.99,17.56,0.88
KOSPI,General Services,일반서비스,1406.87,4.49,5.98,8.23,7.26,7.45
KOSDAQ,Construction,건설,76.68,2.27,3.79,7.91,-5.53,-0.2
KOSPI,Pharmaceuticals,제약,16857.17,1.77,3.93,7.44,-4.89,6.66
KOSDAQ,Textiles & Apparel,섬유·의류,28.01,1.89,-1.96,7.07,-32.23,-1.04
KOSDAQ,Electronics & Semiconductors,전기전자,1565.82,-0.53,0.05,6.87,6.21,-1.24
KOSPI,Chemicals,화학,4678.39,-0.79,0.34,6.57,15.42,5.79
KOSDAQ,Metals,금속,1762.63,2.87,3.81,5.83,-5.87,-2.28
KOSPI,Insurance,보험,50020.66,5.88,9.41,5.63,65.34,4.85
KOSDAQ,IT Services,IT 서비스,656.13,-0.31,2.2,5.57,-28.96,-2.54
KOSDAQ,Transport & Warehousing,운송·창고,3169.45,-0.42,2.72,5.37,18.61,-2.74
KOSPI,"Food, Beverage & Tobacco",음식료·담배,5064.3,1.7,5.17,5.29,12.34,4.51
KOSDAQ,Paper & Timber,종이·목재,6507.01,0.18,3.22,5.24,-15.48,-2.87
KOSDAQ,Other Manufacturing,기타제조,537.4,0.35,1.83,5.04,-18.84,-3.07
KOSPI,Paper & Timber,종이·목재,221.05,-0.62,2.36,4.77,-18.47,3.99
KOSPI,Retail & Distribution,유통,639.7,3.65,7.27,4.56,33.69,3.78
KOSPI,Non-metallic Minerals,비금속,3575.6,0.69,4.55,4.29,-12.07,3.51
KOSPI,Real Estate,부동산,912.02,1.55,0.36,3.59,-8.78,2.81
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4012.58,-0.48,-3.96,3.37,-24.58,-4.74
KOSPI,Transport & Warehousing,운송·창고,2025.19,-2.66,1.71,3.28,8.94,2.5
KOSPI,Transport Equipment & Parts,운송장비·부품,5013.22,-1.87,-3.23,1.68,5.29,0.9
KOSPI,IT Services,IT 서비스,1226.8,-0.46,1.5,0.92,-6.17,0.14
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4084.34,0.63,1.7,0.85,-17.62,-7.26
KOSPI,Telecom,통신,645.47,0.55,1.47,0.48,34.27,-0.3
KOSPI,Financials,금융,1118.25,1.34,3.5,-0.43,42.97,-1.21
KOSPI,Electronics & Semiconductors,전기전자,108253.7,1.12,7.11,-0.73,107.4,-1.51
KOSPI,Utilities (Electricity & Gas),전기·가스,1097.2,5.06,10.28,-0.88,-20.1,-1.66
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1802.04,0.07,-1.28,-1.11,-25.81,-9.22
KOSDAQ,Media & Entertainment,오락·문화,280.73,2.3,1.48,-2.95,-45.85,-11.06
KOSPI,Medical & Precision Instruments,의료·정밀기기,1547.83,-0.56,-0.06,-3.2,4.39,-3.98
KOSPI,Securities,증권,5282.56,0.87,4.36,-4.04,22.85,-4.82
KOSDAQ,Publishing & Media,출판·매체복제,1250.86,0.8,0.7,-4.46,-42.64,-12.57
KOSPI,Textiles & Apparel,섬유·의류,220.64,0.93,1.44,-6.39,-7.24,-7.17
KOSPI,Media & Entertainment,오락·문화,863.99,2.78,3.4,-12.19,-40.45,-12.97
