# K-Export Stars Korean sector performance · as of 2026-09-23 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSPI,KOSPI,코스피,7080.92,0.9,5.4,5.02,64.3,
KOSDAQ,KOSDAQ,코스닥,844.48,1.21,3.49,2.1,-10.69,
KOSPI,Medical & Precision Instruments,의료·정밀기기,1856.21,3.36,11.83,19.25,25.19,14.23
KOSDAQ,Electronics & Semiconductors,전기전자,1748.35,1.09,8.31,11.06,18.59,8.96
KOSPI,Electronics & Semiconductors,전기전자,118207.8,1.95,8.55,10.42,126.47,5.4
KOSDAQ,Metals,금속,1891.51,-0.82,2.62,10.39,1.01,8.29
KOSDAQ,Machinery & Equipment,기계·장비,859.19,2.35,5.99,10.19,30.7,8.09
KOSDAQ,Non-metallic Minerals,비금속,72275.39,3.23,3.6,9.97,44.8,7.87
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4309.35,-0.37,3.24,6.88,-19.01,4.78
KOSDAQ,Publishing & Media,출판·매체복제,1320.28,0.62,6.03,6.4,-39.46,4.3
KOSPI,General Services,일반서비스,1397.38,-1.73,-2.15,3.78,6.53,-1.24
KOSDAQ,Media & Entertainment,오락·문화,284.61,0.83,-3.09,3.71,-45.1,1.61
KOSDAQ,Chemicals,화학,2167.65,3.21,4.25,3.39,-12.49,1.29
KOSDAQ,Textiles & Apparel,섬유·의류,28.31,1.54,3.59,2.98,-31.5,0.88
KOSPI,Financials,금융,1134.86,0.45,3.08,2.84,45.09,-2.18
KOSPI,Machinery & Equipment,기계·장비,3095.8,-3.22,-0.02,2.26,12.29,-2.76
KOSPI,Textiles & Apparel,섬유·의류,223.36,-0.68,0.55,2.18,-6.09,-2.84
KOSDAQ,Retail & Distribution,유통,501.88,0.19,1.76,2.09,2.11,-0.01
KOSDAQ,Construction,건설,75.87,0.05,0.92,1.19,-6.53,-0.91
KOSPI,Real Estate,부동산,907.79,0.71,1.49,1.07,-9.21,-3.95
KOSDAQ,IT Services,IT 서비스,664.36,0.64,1.71,0.95,-28.07,-1.15
KOSDAQ,Telecom,통신,1111.9,0.22,0.55,0.71,-2.37,-1.39
KOSPI,Insurance,보험,47500.01,0.15,0.82,0.54,57.01,-4.48
KOSPI,Chemicals,화학,4719.51,1.28,1.13,0.08,16.44,-4.94
KOSPI,Construction,건설,164.37,-5.66,-3.5,-0.35,70.26,-5.37
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1789.6,1.45,4.16,-0.62,-26.32,-2.72
KOSDAQ,Other Manufacturing,기타제조,530.75,-0.33,-0.74,-0.9,-19.84,-3.0
KOSPI,Retail & Distribution,유통,610.34,-0.85,1.01,-1.11,27.55,-6.13
KOSDAQ,Transport & Warehousing,운송·창고,3123.48,-0.14,-2.11,-1.86,16.89,-3.96
KOSPI,Non-metallic Minerals,비금속,3482.64,-0.67,-0.57,-1.93,-14.36,-6.95
KOSPI,Transport & Warehousing,운송·창고,2030.06,-1.62,1.9,-2.42,9.2,-7.44
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,3957.28,-0.15,-0.54,-2.5,-20.18,-4.6
KOSDAQ,Financials,금융,1385.55,0.4,0.21,-3.44,-6.71,-5.54
KOSPI,Paper & Timber,종이·목재,213.89,-0.54,-1.98,-3.84,-21.11,-8.86
KOSDAQ,Paper & Timber,종이·목재,6244.06,0.17,-1.4,-3.87,-18.9,-5.97
KOSPI,Securities,증권,4968.78,-0.57,1.54,-5.12,15.56,-10.14
KOSPI,Media & Entertainment,오락·문화,793.4,-0.03,-5.1,-5.61,-45.31,-10.63
KOSPI,Telecom,통신,599.62,-0.3,-0.66,-6.59,24.73,-11.61
KOSPI,Utilities (Electricity & Gas),전기·가스,974.02,-1.73,-1.81,-6.73,-29.07,-11.75
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4642.88,-1.36,-0.96,-6.77,2.99,-11.79
KOSDAQ,General Services,일반서비스,4017.83,1.0,0.95,-8.37,-35.19,-10.47
KOSPI,IT Services,IT 서비스,1125.44,-2.4,-0.38,-8.69,-13.92,-13.71
KOSPI,Metals,금속,6566.44,-1.69,-2.04,-9.7,1.55,-14.72
KOSPI,Pharmaceuticals,제약,14923.09,-0.93,-1.63,-9.9,-15.81,-14.92
KOSPI,Transport Equipment & Parts,운송장비·부품,4492.95,-2.35,-2.32,-12.06,-5.64,-17.08
KOSDAQ,Pharmaceuticals,제약,8108.5,0.35,-2.89,-13.61,-38.98,-15.71
