# K-Export Stars Korean sector performance · as of 2026-09-04 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSPI,KOSPI,코스피,6687.21,1.64,-1.5,1.35,55.17,
KOSDAQ,KOSDAQ,코스닥,813.5,2.95,-2.97,1.74,-13.97,
KOSDAQ,Telecom,통신,1125.25,0.34,2.31,16.71,-1.2,14.97
KOSDAQ,Non-metallic Minerals,비금속,67497.39,2.36,2.58,15.85,35.23,14.11
KOSPI,Chemicals,화학,4821.37,0.71,-0.92,11.0,18.95,9.65
KOSDAQ,Textiles & Apparel,섬유·의류,28.52,-0.49,-0.59,9.69,-30.99,7.95
KOSDAQ,Retail & Distribution,유통,496.12,1.48,-1.78,9.57,0.94,7.83
KOSDAQ,Transport & Warehousing,운송·창고,3254.44,1.02,2.57,8.42,21.79,6.68
KOSDAQ,Machinery & Equipment,기계·장비,789.16,5.21,1.33,7.84,20.05,6.1
KOSPI,Insurance,보험,48590.03,-3.46,-3.09,6.92,60.61,5.57
KOSDAQ,Paper & Timber,종이·목재,6447.16,0.28,-1.86,5.78,-16.26,4.04
KOSPI,Paper & Timber,종이·목재,224.39,0.91,0.56,5.64,-17.24,4.29
KOSPI,Construction,건설,162.5,0.74,-7.08,5.19,68.32,3.84
KOSDAQ,Chemicals,화학,2058.04,2.76,-4.13,5.09,-16.92,3.35
KOSPI,Non-metallic Minerals,비금속,3615.36,-0.23,-1.69,4.87,-11.09,3.52
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4944.5,-0.93,-3.41,4.21,9.68,2.86
KOSPI,General Services,일반서비스,1358.67,0.62,-3.63,4.18,3.58,2.83
KOSPI,Real Estate,부동산,903.53,0.5,0.11,3.49,-9.63,2.14
KOSDAQ,Metals,금속,1774.95,2.02,-1.39,3.4,-5.21,1.66
KOSDAQ,Other Manufacturing,기타제조,532.09,0.65,-0.77,2.92,-19.64,1.18
KOSPI,Metals,금속,6859.32,-0.71,-5.87,2.86,6.07,1.51
KOSPI,Medical & Precision Instruments,의료·정밀기기,1625.62,3.86,3.38,2.73,9.64,1.38
KOSPI,Machinery & Equipment,기계·장비,3043.54,2.21,-4.62,2.64,10.39,1.29
KOSPI,Transport & Warehousing,운송·창고,2055.49,0.97,0.16,2.5,10.57,1.15
KOSDAQ,Construction,건설,74.73,2.15,-4.07,2.43,-7.93,0.69
KOSDAQ,Financials,금융,1398.08,1.79,-6.16,2.03,-5.87,0.29
KOSPI,Retail & Distribution,유통,618.79,-0.73,-1.06,2.02,29.32,0.67
KOSPI,Electronics & Semiconductors,전기전자,106318.5,2.44,-1.14,1.98,103.7,0.63
KOSPI,Textiles & Apparel,섬유·의류,222.12,0.51,-1.13,1.86,-6.61,0.51
KOSPI,Financials,금융,1123.55,0.55,0.15,1.05,43.65,-0.3
KOSDAQ,Electronics & Semiconductors,전기전자,1545.03,2.54,-2.81,0.97,4.8,-0.77
KOSPI,Telecom,통신,624.91,2.18,-3.51,0.75,29.99,-0.6
KOSPI,Media & Entertainment,오락·문화,866.36,1.33,-0.71,0.75,-40.29,-0.6
KOSDAQ,IT Services,IT 서비스,650.87,3.52,-2.26,0.55,-29.53,-1.19
KOSDAQ,Publishing & Media,출판·매체복제,1275.44,3.21,2.33,0.15,-41.51,-1.59
KOSPI,Pharmaceuticals,제약,15737.39,-0.62,-2.74,-0.19,-11.21,-1.54
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4055.26,0.45,-1.75,-0.4,-18.2,-2.14
KOSDAQ,General Services,일반서비스,4188.51,2.56,-6.49,-0.51,-32.43,-2.25
KOSDAQ,Media & Entertainment,오락·문화,281.95,2.43,0.7,-1.92,-45.62,-3.66
KOSPI,IT Services,IT 서비스,1212.09,2.65,-2.56,-2.64,-7.29,-3.99
KOSDAQ,Pharmaceuticals,제약,8879.0,2.04,-7.27,-3.72,-33.18,-5.46
KOSDAQ,Transport Equipment & Parts,운송장비·부품,3959.81,3.01,-1.18,-3.92,-25.58,-5.66
KOSPI,Securities,증권,5123.17,1.87,-2.72,-3.93,19.15,-5.28
KOSPI,Utilities (Electricity & Gas),전기·가스,1022.51,-1.48,-1.86,-6.56,-25.53,-7.91
KOSPI,Transport Equipment & Parts,운송장비·부품,4784.42,0.08,-4.48,-6.95,0.48,-8.3
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1752.98,2.32,-2.31,-7.26,-27.83,-9.0
