# K-Export Stars Korean sector performance · as of 2026-09-22 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,834.38,-0.23,2.7,2.59,-11.76,
KOSPI,KOSPI,코스피,7017.91,0.15,5.89,4.79,62.84,
KOSPI,Medical & Precision Instruments,의료·정밀기기,1795.95,0.79,10.1,18.92,21.13,14.13
KOSDAQ,Metals,금속,1907.17,1.17,2.99,15.62,1.85,13.03
KOSPI,Construction,건설,174.24,2.51,-0.14,14.86,80.48,10.07
KOSPI,Machinery & Equipment,기계·장비,3198.72,1.06,1.92,12.79,16.02,8.0
KOSDAQ,Electronics & Semiconductors,전기전자,1729.54,1.68,8.84,12.78,17.32,10.19
KOSDAQ,Machinery & Equipment,기계·장비,839.44,-0.31,5.87,12.65,27.69,10.06
KOSDAQ,Non-metallic Minerals,비금속,70014.89,0.89,3.13,11.16,40.27,8.57
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4325.39,-0.28,2.73,9.95,-18.71,7.36
KOSPI,Electronics & Semiconductors,전기전자,115947.0,0.11,9.47,8.62,122.14,3.83
KOSPI,General Services,일반서비스,1422.05,0.98,-0.49,7.88,8.41,3.09
KOSDAQ,Publishing & Media,출판·매체복제,1312.14,1.44,2.85,6.91,-39.83,4.32
KOSDAQ,Retail & Distribution,유통,500.92,0.57,2.36,5.59,1.92,3.0
KOSDAQ,Construction,건설,75.83,0.64,0.26,4.31,-6.58,1.72
KOSPI,Financials,금융,1129.77,0.24,2.3,3.48,44.44,-1.31
KOSDAQ,Media & Entertainment,오락·문화,282.28,-1.8,-4.39,2.78,-45.55,0.19
KOSDAQ,Telecom,통신,1109.41,-1.91,-3.78,2.65,-2.59,0.06
KOSPI,Textiles & Apparel,섬유·의류,224.88,0.3,0.94,2.55,-5.45,-2.24
KOSDAQ,Chemicals,화학,2100.2,-0.94,2.72,1.9,-15.22,-0.69
KOSDAQ,IT Services,IT 서비스,660.13,-0.71,-0.69,1.82,-28.53,-0.77
KOSDAQ,Textiles & Apparel,섬유·의류,27.88,0.94,2.24,1.49,-32.54,-1.1
KOSPI,Insurance,보험,47430.08,-0.21,0.06,1.39,56.78,-3.4
KOSPI,Transport & Warehousing,운송·창고,2063.4,2.18,2.34,1.07,10.99,-3.72
KOSDAQ,Other Manufacturing,기타제조,532.53,-0.1,-0.48,0.32,-19.58,-2.27
KOSPI,Retail & Distribution,유통,615.58,-0.36,2.91,0.13,28.65,-4.66
KOSPI,Paper & Timber,종이·목재,215.06,0.73,-1.49,-0.16,-20.68,-4.95
KOSPI,Real Estate,부동산,901.43,0.85,0.12,-0.17,-9.84,-4.96
KOSDAQ,Transport & Warehousing,운송·창고,3127.77,-1.22,-2.18,-0.2,17.05,-2.79
KOSPI,Chemicals,화학,4659.98,-0.62,-1.22,-0.96,14.97,-5.75
KOSPI,Non-metallic Minerals,비금속,3506.11,-0.05,-0.7,-1.0,-13.78,-5.79
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,3963.15,-0.38,-0.13,-1.33,-20.06,-3.92
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1763.96,-0.24,2.04,-1.63,-27.38,-4.22
KOSPI,Utilities (Electricity & Gas),전기·가스,991.18,0.01,-1.68,-2.0,-27.82,-6.79
KOSPI,Securities,증권,4997.1,1.05,0.81,-2.14,16.22,-6.93
KOSDAQ,Paper & Timber,종이·목재,6233.16,0.24,-1.32,-3.09,-19.04,-5.68
KOSDAQ,Financials,금융,1380.06,0.26,-2.26,-4.55,-7.08,-7.14
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4706.85,0.24,-0.45,-4.77,4.41,-9.56
KOSPI,Metals,금속,6679.0,-0.63,-1.32,-5.21,3.29,-10.0
KOSPI,Media & Entertainment,오락·문화,793.66,-2.08,-6.66,-6.21,-45.3,-11.0
KOSPI,IT Services,IT 서비스,1153.17,2.27,-0.14,-6.94,-11.8,-11.73
KOSPI,Telecom,통신,601.43,0.25,-0.67,-7.62,25.11,-12.41
KOSPI,Transport Equipment & Parts,운송장비·부품,4601.1,-0.19,-1.63,-8.75,-3.37,-13.54
KOSPI,Pharmaceuticals,제약,15063.3,-1.0,-1.07,-9.86,-15.02,-14.65
KOSDAQ,General Services,일반서비스,3977.99,-1.68,-0.55,-10.66,-35.83,-13.25
KOSDAQ,Pharmaceuticals,제약,8080.42,-2.25,-4.42,-14.22,-39.19,-16.81
