# K-Export Stars Korean sector performance · as of 2026-08-31 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,834.29,-0.49,2.58,29.39,-11.77,
KOSPI,KOSPI,코스피,6820.02,0.46,1.84,21.93,58.25,
KOSDAQ,Non-metallic Minerals,비금속,67320.35,2.31,6.88,46.15,34.87,16.76
KOSDAQ,Machinery & Equipment,기계·장비,781.07,0.29,4.82,41.64,18.82,12.25
KOSPI,Construction,건설,168.14,-3.85,10.84,41.31,74.17,19.38
KOSDAQ,Electronics & Semiconductors,전기전자,1603.08,0.84,4.53,35.68,8.74,6.29
KOSDAQ,Chemicals,화학,2140.58,-0.29,3.86,32.75,-13.59,3.36
KOSDAQ,General Services,일반서비스,4385.93,-2.08,-1.5,31.81,-29.25,2.42
KOSDAQ,Retail & Distribution,유통,504.76,-0.07,6.4,31.39,2.7,2.0
KOSPI,Machinery & Equipment,기계·장비,3077.45,-3.56,8.51,28.77,11.62,6.84
KOSPI,Electronics & Semiconductors,전기전자,108861.8,1.22,1.99,28.71,108.57,6.78
KOSDAQ,Financials,금융,1487.87,-0.14,2.9,26.87,0.18,-2.52
KOSDAQ,Metals,금속,1786.39,-0.76,8.3,24.79,-4.6,-4.6
KOSDAQ,Construction,건설,77.06,-1.08,6.0,24.51,-5.06,-4.88
KOSDAQ,Telecom,통신,1108.74,0.81,2.59,23.48,-2.65,-5.91
KOSPI,Medical & Precision Instruments,의료·정밀기기,1567.14,-0.34,3.77,21.85,5.7,-0.08
KOSDAQ,Textiles & Apparel,섬유·의류,28.35,-1.19,3.2,21.31,-31.41,-8.08
KOSPI,Metals,금속,7040.46,-3.39,-0.08,21.04,8.88,-0.89
KOSDAQ,Pharmaceuticals,제약,9337.17,-2.49,-0.87,20.6,-29.74,-8.79
KOSPI,Chemicals,화학,4919.15,1.09,4.55,19.23,21.36,-2.7
KOSDAQ,Paper & Timber,종이·목재,6659.98,1.38,3.55,18.24,-13.5,-11.15
KOSDAQ,IT Services,IT 서비스,656.58,-1.4,1.28,17.28,-28.91,-12.11
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4008.33,0.03,1.89,17.09,-24.66,-12.3
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1788.46,-0.33,-0.26,16.2,-26.37,-13.19
KOSPI,General Services,일반서비스,1370.37,-2.8,3.96,14.83,4.47,-7.1
KOSPI,Insurance,보험,48992.56,-2.28,4.73,14.62,61.94,-7.31
KOSPI,Retail & Distribution,유통,628.57,0.5,2.24,14.46,31.36,-7.47
KOSDAQ,Transport & Warehousing,운송·창고,3171.14,-0.05,1.19,13.1,18.68,-16.29
KOSPI,Financials,금융,1118.45,-0.3,2.44,12.96,43.0,-8.97
KOSPI,Non-metallic Minerals,비금속,3672.36,-0.14,3.69,12.75,-9.69,-9.18
KOSDAQ,Other Manufacturing,기타제조,533.1,-0.58,0.43,11.71,-19.49,-17.68
KOSPI,IT Services,IT 서비스,1241.34,-0.21,0.17,11.52,-5.06,-10.41
KOSPI,Paper & Timber,종이·목재,222.83,-0.14,3.44,11.23,-17.81,-10.7
KOSPI,Transport Equipment & Parts,운송장비·부품,4977.37,-0.62,-1.28,10.57,4.54,-11.36
KOSPI,Telecom,통신,628.49,-2.96,-3.47,9.42,30.74,-12.51
KOSPI,Securities,증권,5178.79,-1.66,1.42,9.0,20.44,-12.93
KOSPI,Transport & Warehousing,운송·창고,2035.71,-0.8,-0.29,7.93,9.5,-14.0
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4123.06,-0.1,2.65,7.3,-16.83,-22.09
KOSPI,Media & Entertainment,오락·문화,869.11,-0.4,2.71,6.61,-40.1,-15.32
KOSDAQ,Media & Entertainment,오락·문화,280.54,0.19,2.14,5.92,-45.89,-23.47
KOSDAQ,Publishing & Media,출판·매체복제,1246.25,-0.01,1.54,5.4,-42.85,-23.99
KOSPI,Real Estate,부동산,907.42,0.54,0.49,4.8,-9.24,-17.13
KOSPI,"Food, Beverage & Tobacco",음식료·담배,5115.13,-0.07,3.49,4.77,13.47,-17.16
KOSPI,Pharmaceuticals,제약,16231.89,0.31,-2.87,3.69,-8.42,-18.24
KOSPI,Utilities (Electricity & Gas),전기·가스,1024.15,-1.7,1.26,0.16,-25.42,-21.77
KOSPI,Textiles & Apparel,섬유·의류,224.49,-0.07,2.38,-3.42,-5.62,-25.35
