# K-Export Stars Korean sector performance · as of 2026-08-24 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,813.33,1.42,-5.94,2.92,-13.99,
KOSPI,KOSPI,코스피,6696.96,-3.12,-4.03,-5.64,55.4,
KOSPI,Pharmaceuticals,제약,16711.63,2.73,0.9,14.01,-5.72,19.65
KOSDAQ,General Services,일반서비스,4452.6,1.94,-3.9,13.35,-28.17,10.43
KOSDAQ,Telecom,통신,1080.8,4.03,10.4,12.39,-5.1,9.47
KOSDAQ,Pharmaceuticals,제약,9419.4,2.6,-5.01,9.11,-29.12,6.19
KOSPI,Metals,금속,7046.13,5.52,-0.42,8.55,8.96,14.19
KOSDAQ,Textiles & Apparel,섬유·의류,27.47,-4.25,2.19,5.94,-33.53,3.02
KOSDAQ,Chemicals,화학,2060.99,1.66,-4.28,5.8,-16.8,2.88
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4942.44,1.87,1.13,5.61,9.64,11.25
KOSDAQ,Retail & Distribution,유통,474.39,0.47,-3.31,5.38,-3.48,2.46
KOSDAQ,Financials,금융,1445.88,5.66,-4.82,5.25,-2.65,2.33
KOSDAQ,Non-metallic Minerals,비금속,62985.04,0.45,-8.09,4.71,26.19,1.79
KOSDAQ,IT Services,IT 서비스,648.3,0.73,-3.73,3.96,-29.81,1.04
KOSDAQ,Other Manufacturing,기타제조,530.81,1.45,-1.67,3.73,-19.84,0.81
KOSPI,Real Estate,부동산,903.01,0.42,-2.2,3.71,-9.68,9.35
KOSPI,Transport & Warehousing,운송·창고,2041.63,3.26,1.23,3.58,9.82,9.22
KOSPI,Paper & Timber,종이·목재,215.41,0.58,-0.85,3.2,-20.55,8.84
KOSPI,Non-metallic Minerals,비금속,3541.6,2.44,1.34,2.72,-12.91,8.36
KOSPI,IT Services,IT 서비스,1239.18,0.54,-5.61,2.07,-5.22,7.71
KOSDAQ,Paper & Timber,종이·목재,6431.78,2.07,-1.94,2.06,-16.46,-0.86
KOSPI,Chemicals,화학,4704.94,2.93,-1.72,1.9,16.08,7.54
KOSDAQ,Transport & Warehousing,운송·창고,3133.98,1.12,-0.07,1.86,17.29,-1.06
KOSPI,General Services,일반서비스,1318.15,1.93,-2.41,1.78,0.49,7.42
KOSPI,Telecom,통신,651.05,0.12,0.18,1.47,35.43,7.11
KOSDAQ,Electronics & Semiconductors,전기전자,1533.59,1.88,-6.86,-0.76,4.03,-3.68
KOSDAQ,Construction,건설,72.7,0.11,-4.57,-1.03,-10.43,-3.95
KOSDAQ,Machinery & Equipment,기계·장비,745.16,-0.82,-7.9,-1.66,13.35,-4.58
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4016.77,0.84,-4.56,-2.08,-18.98,-5.0
KOSDAQ,Transport Equipment & Parts,운송장비·부품,3933.96,-0.05,-11.56,-2.93,-26.06,-5.85
KOSDAQ,Media & Entertainment,오락·문화,274.65,0.78,-3.89,-3.5,-47.02,-6.42
KOSPI,Retail & Distribution,유통,614.78,-3.64,-2.35,-3.59,28.48,2.05
KOSPI,Construction,건설,151.7,0.28,-7.74,-3.62,57.14,2.02
KOSPI,Machinery & Equipment,기계·장비,2835.97,0.35,-10.13,-3.72,2.86,1.92
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1793.15,3.71,-8.03,-3.72,-26.17,-6.64
KOSPI,Insurance,보험,46780.65,-7.51,-1.2,-3.77,54.63,1.87
KOSDAQ,Metals,금속,1649.54,1.05,-9.79,-3.94,-11.91,-6.86
KOSPI,Transport Equipment & Parts,운송장비·부품,5042.09,0.49,-8.62,-5.59,5.9,0.05
KOSPI,Financials,금융,1091.81,-2.12,-4.72,-5.81,39.59,-0.17
KOSPI,Textiles & Apparel,섬유·의류,219.28,1.55,-2.47,-6.47,-7.81,-0.83
KOSDAQ,Publishing & Media,출판·매체복제,1227.35,0.87,-4.35,-7.69,-43.72,-10.61
KOSPI,Utilities (Electricity & Gas),전기·가스,1011.39,-0.37,-4.37,-7.72,-26.34,-2.08
KOSPI,Electronics & Semiconductors,전기전자,106741.5,-5.13,-3.75,-7.98,104.51,-2.34
KOSPI,Medical & Precision Instruments,의료·정밀기기,1510.21,1.93,-9.22,-8.04,1.86,-2.4
KOSPI,Media & Entertainment,오락·문화,846.18,2.84,-2.33,-10.09,-41.68,-4.45
KOSPI,Securities,증권,5106.45,-1.0,-7.69,-10.77,18.76,-5.13
