# K-Export Stars Korean sector performance · as of 2026-09-01 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,821.25,-1.56,-0.71,14.1,-13.15,
KOSPI,KOSPI,코스피,6835.8,0.23,1.38,3.64,58.62,
KOSDAQ,Non-metallic Minerals,비금속,65820.82,-2.23,0.15,24.93,31.87,10.83
KOSPI,Construction,건설,162.25,-3.5,-1.63,23.5,68.07,19.86
KOSDAQ,Telecom,통신,1146.69,3.42,3.86,23.38,0.68,9.28
KOSDAQ,Textiles & Apparel,섬유·의류,28.91,1.98,5.17,18.53,-30.05,4.43
KOSDAQ,General Services,일반서비스,4329.38,-1.29,-1.27,18.38,-30.16,4.28
KOSDAQ,Chemicals,화학,2098.46,-1.97,0.09,18.1,-15.29,4.0
KOSPI,Chemicals,화학,4911.19,-0.16,4.14,16.99,21.17,13.35
KOSDAQ,Retail & Distribution,유통,492.2,-2.49,0.12,16.91,0.14,2.81
KOSDAQ,Machinery & Equipment,기계·장비,768.37,-1.63,-1.46,16.74,16.88,2.64
KOSDAQ,Electronics & Semiconductors,전기전자,1573.71,-1.83,-0.03,15.38,6.75,1.28
KOSDAQ,Construction,건설,75.68,-1.79,0.93,14.63,-6.76,0.53
KOSPI,Metals,금속,6989.3,-0.73,-3.89,12.92,8.08,9.28
KOSPI,Machinery & Equipment,기계·장비,3036.3,-1.34,0.3,12.85,10.13,9.21
KOSDAQ,Metals,금속,1768.28,-1.01,3.2,12.61,-5.57,-1.49
KOSDAQ,Paper & Timber,종이·목재,6560.31,-1.5,1.0,12.17,-14.79,-1.93
KOSDAQ,Pharmaceuticals,제약,9169.09,-1.8,-2.31,12.12,-31.0,-1.98
KOSDAQ,Financials,금융,1446.62,-2.77,0.82,11.58,-2.6,-2.52
KOSPI,Paper & Timber,종이·목재,224.17,0.6,0.78,10.5,-17.32,6.86
KOSPI,General Services,일반서비스,1361.32,-0.66,1.1,10.38,3.78,6.74
KOSDAQ,IT Services,IT 서비스,656.12,-0.07,-0.31,10.21,-28.96,-3.89
KOSPI,Non-metallic Minerals,비금속,3659.3,-0.36,3.04,9.77,-10.01,6.13
KOSPI,Telecom,통신,633.86,0.85,-1.26,9.69,31.86,6.05
KOSDAQ,Transport & Warehousing,운송·창고,3189.42,0.58,0.21,8.78,19.36,-5.32
KOSDAQ,Other Manufacturing,기타제조,531.71,-0.26,-0.72,7.12,-19.7,-6.98
KOSPI,Insurance,보험,50044.96,2.15,5.93,7.0,65.42,3.36
KOSPI,"Food, Beverage & Tobacco",음식료·담배,5051.61,-1.24,1.44,6.58,12.06,2.94
KOSPI,IT Services,IT 서비스,1237.94,-0.27,0.44,6.46,-5.32,2.82
KOSPI,Retail & Distribution,유통,647.27,2.98,4.88,6.26,35.27,2.62
KOSDAQ,Transport Equipment & Parts,운송장비·부품,3979.71,-0.71,-1.29,6.0,-25.2,-8.1
KOSPI,Real Estate,부동산,905.41,-0.22,0.81,5.0,-9.44,1.36
KOSPI,Pharmaceuticals,제약,16192.91,-0.24,-2.24,4.93,-8.64,1.29
KOSPI,Medical & Precision Instruments,의료·정밀기기,1567.82,0.04,0.73,4.9,5.74,1.26
KOSPI,Financials,금융,1135.44,1.52,2.9,4.82,45.17,1.18
KOSPI,Transport & Warehousing,운송·창고,2044.69,0.44,-1.72,4.62,9.99,0.98
KOSPI,Media & Entertainment,오락·문화,867.86,-0.14,3.25,3.88,-40.18,0.24
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4100.68,-0.54,1.03,3.73,-17.29,-10.37
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1754.23,-1.91,-2.58,2.72,-27.78,-11.38
KOSDAQ,Media & Entertainment,오락·문화,280.58,0.01,2.24,2.66,-45.88,-11.44
KOSPI,Electronics & Semiconductors,전기전자,109081.6,0.2,1.89,1.93,108.99,-1.71
KOSDAQ,Publishing & Media,출판·매체복제,1246.25,0.0,0.43,1.69,-42.85,-12.41
KOSPI,Transport Equipment & Parts,운송장비·부품,4918.05,-1.19,-3.74,1.24,3.29,-2.4
KOSPI,Securities,증권,5202.34,0.45,-0.66,-1.64,20.99,-5.28
KOSPI,Utilities (Electricity & Gas),전기·가스,1033.59,0.92,-1.03,-3.33,-24.73,-6.97
KOSPI,Textiles & Apparel,섬유·의류,226.34,0.82,3.54,-4.61,-4.84,-8.25
