# K-Export Stars Korean sector performance · as of 2026-08-13 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,861.37,0.29,7.45,9.87,-8.9,
KOSPI,KOSPI,코스피,6813.34,3.56,8.21,-0.63,58.1,
KOSDAQ,General Services,일반서비스,4662.23,0.5,7.02,20.57,-24.79,10.7
KOSPI,IT Services,IT 서비스,1284.83,2.11,3.19,16.78,-1.73,17.41
KOSPI,Metals,금속,7099.99,2.01,5.01,16.6,9.8,17.23
KOSPI,Construction,건설,163.91,1.1,4.06,16.45,69.78,17.08
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4323.28,0.56,5.65,16.31,-18.75,6.44
KOSDAQ,Pharmaceuticals,제약,10011.62,0.5,5.98,16.15,-24.66,6.28
KOSPI,Pharmaceuticals,제약,16648.62,0.54,3.41,14.64,-6.07,15.27
KOSDAQ,Financials,금융,1504.42,1.27,9.2,14.61,1.29,4.74
KOSDAQ,Chemicals,화학,2146.55,-1.16,8.83,12.26,-13.35,2.39
KOSDAQ,Construction,건설,76.99,1.49,6.3,12.15,-5.15,2.28
KOSDAQ,Metals,금속,1827.11,0.43,6.67,11.82,-2.43,1.95
KOSPI,Machinery & Equipment,기계·장비,3108.39,1.65,6.53,11.52,12.75,12.15
KOSDAQ,IT Services,IT 서비스,669.09,-0.89,1.94,10.6,-27.56,0.73
KOSDAQ,Electronics & Semiconductors,전기전자,1644.33,0.64,9.2,10.08,11.54,0.21
KOSPI,Chemicals,화학,4720.99,0.14,6.25,9.84,16.48,10.47
KOSPI,General Services,일반서비스,1341.9,-0.07,1.41,9.55,2.3,10.18
KOSDAQ,Retail & Distribution,유통,483.19,-1.93,6.42,9.24,-1.69,-0.63
KOSDAQ,Paper & Timber,종이·목재,6564.47,-2.13,7.31,8.09,-14.74,-1.78
KOSPI,Transport Equipment & Parts,운송장비·부품,5327.14,1.69,3.19,7.35,11.88,7.98
KOSPI,Real Estate,부동산,903.21,0.02,2.8,6.86,-9.66,7.49
KOSPI,Transport & Warehousing,운송·창고,1980.73,-0.44,-2.46,6.18,6.55,6.81
KOSDAQ,Other Manufacturing,기타제조,534.54,-0.27,4.18,5.62,-19.27,-4.25
KOSPI,Telecom,통신,612.54,1.49,-0.96,5.29,27.42,5.92
KOSDAQ,Transport & Warehousing,운송·창고,3028.69,-0.29,1.42,4.72,13.35,-5.15
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4740.3,-1.01,-2.95,4.66,5.15,5.29
KOSPI,Paper & Timber,종이·목재,214.7,-1.01,0.26,3.92,-20.81,4.55
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1947.47,-1.92,2.59,3.58,-19.82,-6.29
KOSDAQ,Telecom,통신,971.18,-1.01,-0.29,3.27,-14.73,-6.6
KOSDAQ,Textiles & Apparel,섬유·의류,26.45,-2.15,1.11,2.8,-36.0,-7.07
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4207.56,-1.15,1.79,2.73,-15.13,-7.14
KOSPI,Utilities (Electricity & Gas),전기·가스,1048.81,-5.25,-4.85,1.12,-23.62,1.75
KOSPI,Non-metallic Minerals,비금속,3465.07,-1.59,-0.55,1.12,-14.79,1.75
KOSDAQ,Machinery & Equipment,기계·장비,797.22,1.81,11.13,0.7,21.27,-9.17
KOSDAQ,Publishing & Media,출판·매체복제,1284.49,-1.48,0.71,-0.02,-41.1,-9.89
KOSDAQ,Non-metallic Minerals,비금속,66502.69,-2.26,15.54,-0.05,33.23,-9.92
KOSDAQ,Media & Entertainment,오락·문화,283.75,-4.61,-3.14,-0.11,-45.27,-9.98
KOSPI,Financials,금융,1119.6,2.06,3.1,-0.3,43.14,0.33
KOSPI,Retail & Distribution,유통,622.45,0.88,3.67,-0.6,30.08,0.03
KOSPI,Medical & Precision Instruments,의료·정밀기기,1668.88,0.86,11.39,-1.92,12.56,-1.29
KOSPI,Securities,증권,5500.86,1.04,3.91,-2.44,27.93,-1.81
KOSPI,Insurance,보험,45763.12,-1.71,0.63,-3.0,51.27,-2.37
KOSPI,Textiles & Apparel,섬유·의류,225.14,1.17,1.33,-3.69,-5.34,-3.06
KOSPI,Electronics & Semiconductors,전기전자,108008.5,5.16,11.99,-4.51,106.93,-3.88
KOSPI,Media & Entertainment,오락·문화,851.46,-1.89,-1.79,-9.34,-41.31,-8.71
