# K-Export Stars Korean sector performance · as of 2026-09-09 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,830.37,2.28,3.28,-2.82,-12.18,
KOSPI,KOSPI,코스피,7051.64,1.4,7.45,11.94,63.63,
KOSPI,Electronics & Semiconductors,전기전자,114850.5,2.01,10.07,20.36,120.04,8.42
KOSDAQ,Telecom,통신,1150.84,3.28,1.7,17.01,1.05,19.83
KOSPI,Construction,건설,176.61,0.62,13.26,12.18,82.94,0.24
KOSPI,Machinery & Equipment,기계·장비,3360.39,2.73,15.67,10.87,21.89,-1.07
KOSDAQ,Non-metallic Minerals,비금속,69128.77,-1.15,3.51,10.59,38.5,13.41
KOSDAQ,Machinery & Equipment,기계·장비,822.18,3.52,8.2,9.67,25.07,12.49
KOSPI,Insurance,보험,48261.72,-1.35,0.15,7.68,59.53,-4.26
KOSDAQ,Retail & Distribution,유통,498.28,0.7,0.75,6.37,1.38,9.19
KOSDAQ,Transport & Warehousing,운송·창고,3189.87,-1.08,1.17,6.01,19.38,8.83
KOSPI,Financials,금융,1146.08,-0.42,4.53,5.87,46.53,-6.07
KOSPI,Chemicals,화학,4927.37,3.56,3.54,5.38,21.57,-6.56
KOSPI,General Services,일반서비스,1410.23,0.4,6.05,4.93,7.51,-7.01
KOSDAQ,Textiles & Apparel,섬유·의류,27.81,-0.82,-4.17,4.51,-32.71,7.33
KOSPI,Retail & Distribution,유통,630.87,-0.83,1.53,4.15,31.84,-7.79
KOSPI,Telecom,통신,617.16,-1.31,-0.48,3.96,28.38,-7.98
KOSDAQ,Construction,건설,76.45,1.19,3.68,3.25,-5.81,6.07
KOSDAQ,Metals,금속,1873.05,3.11,7.93,2.8,0.03,5.62
KOSPI,Medical & Precision Instruments,의료·정밀기기,1635.59,1.29,3.32,2.33,10.31,-9.61
KOSPI,Paper & Timber,종이·목재,220.37,-1.1,-1.29,1.33,-18.72,-10.61
KOSPI,Transport & Warehousing,운송·창고,2033.56,-0.93,2.5,1.09,9.39,-10.85
KOSDAQ,Other Manufacturing,기타제조,529.29,-0.43,-0.38,0.47,-20.06,3.29
KOSPI,Non-metallic Minerals,비금속,3559.91,-0.9,-0.6,0.39,-12.46,-11.55
KOSDAQ,Electronics & Semiconductors,전기전자,1629.52,4.69,6.46,0.37,10.53,3.19
KOSDAQ,Chemicals,화학,2083.25,2.36,2.53,-0.68,-15.9,2.14
KOSPI,Real Estate,부동산,890.17,-0.69,-1.42,-0.92,-10.97,-12.86
KOSDAQ,Publishing & Media,출판·매체복제,1265.81,-0.26,1.41,-1.5,-41.96,1.32
KOSPI,Metals,금속,6933.5,1.63,2.46,-2.99,7.22,-14.93
KOSPI,Textiles & Apparel,섬유·의류,217.54,-0.94,-3.1,-3.24,-8.54,-15.18
KOSPI,Media & Entertainment,오락·문화,850.36,-2.66,-0.57,-3.24,-41.39,-15.18
KOSPI,Utilities (Electricity & Gas),전기·가스,1065.86,-0.36,6.01,-3.77,-22.38,-15.71
KOSDAQ,Financials,금융,1444.73,4.4,4.41,-3.87,-2.73,-1.05
KOSDAQ,Paper & Timber,종이·목재,6383.51,0.76,-0.69,-4.34,-17.09,-1.52
KOSPI,Securities,증권,5157.63,-0.1,2.85,-4.39,19.95,-16.33
KOSPI,IT Services,IT 서비스,1174.08,-1.36,-1.66,-4.76,-10.2,-16.7
KOSDAQ,IT Services,IT 서비스,645.59,0.61,1.04,-5.14,-30.1,-2.32
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4730.87,-0.99,-5.7,-5.59,4.95,-17.53
KOSPI,Pharmaceuticals,제약,15644.22,0.68,-2.16,-6.1,-11.74,-18.04
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4005.26,1.14,3.91,-6.4,-24.72,-3.58
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4003.89,-0.19,-1.21,-6.41,-19.24,-3.59
KOSDAQ,Media & Entertainment,오락·문화,280.57,-1.79,1.74,-6.87,-45.88,-4.05
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1800.44,1.03,3.77,-9.01,-25.87,-6.19
KOSPI,Transport Equipment & Parts,운송장비·부품,4839.16,1.61,3.95,-9.3,1.63,-21.24
KOSDAQ,General Services,일반서비스,4176.29,1.12,-1.7,-13.77,-32.63,-10.95
KOSDAQ,Pharmaceuticals,제약,8656.38,-0.27,-2.82,-14.42,-34.86,-11.6
