# K-Export Stars Korean sector performance · as of 2026-08-06 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,801.67,0.26,24.33,-3.56,-15.22,
KOSPI,KOSPI,코스피,6296.38,-4.58,12.56,-17.76,46.1,
KOSPI,Pharmaceuticals,제약,16099.43,2.11,2.84,5.71,-9.17,23.47
KOSPI,IT Services,IT 서비스,1245.09,0.01,11.85,4.64,-4.77,22.4
KOSPI,Transport & Warehousing,운송·창고,2030.66,1.27,7.66,4.23,9.23,21.99
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4091.92,-0.71,19.53,4.15,-23.09,7.71
KOSPI,Construction,건설,157.52,1.97,32.38,3.47,63.17,21.23
KOSDAQ,IT Services,IT 서비스,656.37,1.4,17.24,3.4,-28.93,6.96
KOSPI,Metals,금속,6760.94,1.38,16.23,2.4,4.55,20.16
KOSDAQ,Telecom,통신,974.03,1.03,8.48,2.29,-14.48,5.85
KOSPI,Telecom,통신,618.46,-0.29,7.67,1.99,28.65,19.75
KOSPI,Paper & Timber,종이·목재,214.14,0.81,6.89,0.99,-21.02,18.75
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4133.68,1.52,7.58,0.97,-16.62,4.53
KOSPI,General Services,일반서비스,1323.23,1.46,10.88,0.44,0.88,18.2
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4884.35,2.94,0.05,0.37,8.35,18.13
KOSDAQ,Transport & Warehousing,운송·창고,2986.42,-0.51,6.52,0.28,11.76,3.84
KOSDAQ,Paper & Timber,종이·목재,6117.39,0.37,8.61,0.14,-20.54,3.7
KOSDAQ,Retail & Distribution,유통,454.05,0.28,18.19,-0.36,-7.62,3.2
KOSDAQ,Chemicals,화학,1972.34,0.72,22.31,-0.84,-20.38,2.72
KOSDAQ,Construction,건설,72.43,-0.73,17.03,-0.92,-10.77,2.64
KOSDAQ,Financials,금융,1377.66,0.54,17.47,-1.21,-7.25,2.35
KOSPI,Chemicals,화학,4443.26,2.29,7.69,-1.26,9.62,16.5
KOSPI,Real Estate,부동산,878.65,0.64,1.48,-1.42,-12.12,16.34
KOSDAQ,Other Manufacturing,기타제조,513.08,-0.75,7.51,-2.19,-22.51,1.37
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1898.35,0.43,23.34,-2.34,-21.84,1.22
KOSDAQ,General Services,일반서비스,4356.58,3.48,30.93,-2.48,-29.72,1.08
KOSDAQ,Metals,금속,1712.82,-0.22,19.65,-2.69,-8.53,0.87
KOSPI,Non-metallic Minerals,비금속,3484.13,1.06,6.97,-2.9,-14.32,14.86
KOSDAQ,Electronics & Semiconductors,전기전자,1505.79,-1.59,27.45,-3.08,2.14,0.48
KOSPI,Utilities (Electricity & Gas),전기·가스,1102.28,0.73,7.8,-4.14,-19.73,13.62
KOSPI,Machinery & Equipment,기계·장비,2917.99,-1.6,22.1,-4.9,5.84,12.86
KOSDAQ,Textiles & Apparel,섬유·의류,26.16,0.62,11.94,-5.46,-36.7,-1.9
KOSDAQ,Media & Entertainment,오락·문화,292.96,1.91,10.61,-5.57,-43.49,-2.01
KOSDAQ,Pharmaceuticals,제약,9446.64,2.43,22.01,-6.78,-28.91,-3.22
KOSDAQ,Machinery & Equipment,기계·장비,717.35,-1.97,30.08,-7.37,9.12,-3.81
KOSDAQ,Publishing & Media,출판·매체복제,1275.39,0.15,7.87,-8.35,-41.52,-4.79
KOSPI,Transport Equipment & Parts,운송장비·부품,5162.63,0.4,14.68,-8.82,8.43,8.94
KOSPI,Textiles & Apparel,섬유·의류,222.18,1.89,-4.41,-9.72,-6.59,8.04
KOSPI,Financials,금융,1085.94,-2.33,9.67,-9.97,38.84,7.79
KOSPI,Insurance,보험,45477.01,0.07,6.39,-13.64,50.32,4.12
KOSPI,Securities,증권,5293.92,-0.73,11.43,-14.51,23.12,3.25
KOSPI,Medical & Precision Instruments,의료·정밀기기,1498.21,-5.32,16.49,-14.59,1.05,3.17
KOSDAQ,Non-metallic Minerals,비금속,57560.53,-1.21,24.96,-15.39,15.32,-11.83
KOSPI,Retail & Distribution,유통,600.42,-1.0,9.34,-15.53,25.48,2.23
KOSPI,Media & Entertainment,오락·문화,866.97,0.82,6.34,-15.73,-40.24,2.03
KOSPI,Electronics & Semiconductors,전기전자,96447.49,-7.49,14.03,-24.9,84.78,-7.14
