# K-Export Stars Korean sector performance · as of 2026-09-02 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,803.98,-2.1,-2.77,9.04,-14.97,
KOSPI,KOSPI,코스피,6562.72,-3.99,-3.61,4.88,52.28,
KOSDAQ,Non-metallic Minerals,비금속,66782.97,1.46,1.71,24.56,33.8,15.52
KOSDAQ,Telecom,통신,1131.55,-1.32,3.45,19.38,-0.64,10.34
KOSDAQ,Retail & Distribution,유통,494.57,0.48,0.61,17.54,0.63,8.5
KOSPI,Construction,건설,155.93,-3.9,-10.54,16.66,61.52,11.78
KOSDAQ,Textiles & Apparel,섬유·의류,29.02,0.38,3.61,16.27,-29.78,7.23
KOSPI,Chemicals,화학,4759.02,-3.1,1.72,14.67,17.41,9.79
KOSDAQ,Machinery & Equipment,기계·장비,759.89,-1.1,-1.67,12.32,15.59,3.28
KOSDAQ,Chemicals,화학,2031.93,-3.17,-2.45,11.64,-17.97,2.6
KOSDAQ,General Services,일반서비스,4248.43,-1.87,-3.91,11.53,-31.47,2.49
KOSDAQ,Construction,건설,73.74,-2.56,-3.83,11.14,-9.15,2.1
KOSDAQ,Electronics & Semiconductors,전기전자,1530.64,-2.74,-2.25,10.61,3.82,1.57
KOSDAQ,Metals,금속,1735.39,-1.86,-1.55,10.39,-7.32,1.35
KOSPI,Metals,금속,6767.07,-3.18,-5.19,9.84,4.65,4.96
KOSPI,Paper & Timber,종이·목재,223.24,-0.41,0.99,9.29,-17.66,4.41
KOSDAQ,Paper & Timber,종이·목재,6427.63,-2.02,-1.22,8.71,-16.51,-0.33
KOSPI,Machinery & Equipment,기계·장비,2905.04,-4.32,-7.78,8.56,5.37,3.68
KOSPI,Insurance,보험,48191.15,-3.7,-3.66,8.53,59.3,3.65
KOSDAQ,Transport & Warehousing,운송·창고,3153.07,-1.14,-0.52,7.9,18.0,-1.14
KOSPI,Non-metallic Minerals,비금속,3581.22,-2.13,0.16,7.67,-11.93,2.79
KOSPI,General Services,일반서비스,1329.79,-2.32,-5.48,7.58,1.38,2.7
KOSDAQ,Other Manufacturing,기타제조,531.29,-0.08,-1.14,7.32,-19.76,-1.72
KOSDAQ,Financials,금융,1383.74,-4.35,-4.23,7.25,-6.84,-1.79
KOSPI,"Food, Beverage & Tobacco",음식료·담배,5016.64,-0.69,-0.94,7.0,11.29,2.12
KOSPI,Retail & Distribution,유통,621.39,-4.0,-2.86,6.97,29.86,2.09
KOSPI,Telecom,통신,620.14,-2.16,-3.92,6.58,29.0,1.7
KOSPI,Pharmaceuticals,제약,15989.27,-1.26,-5.15,6.33,-9.79,1.45
KOSPI,Electronics & Semiconductors,전기전자,104342.0,-4.35,-3.61,5.52,99.91,0.64
KOSPI,Textiles & Apparel,섬유·의류,224.51,-0.81,1.75,5.31,-5.61,0.43
KOSDAQ,IT Services,IT 서비스,638.93,-2.62,-2.62,5.22,-30.82,-3.82
KOSPI,Medical & Precision Instruments,의료·정밀기기,1583.09,0.97,2.28,5.15,6.77,0.27
KOSPI,Real Estate,부동산,903.03,-0.26,-0.99,4.43,-9.68,-0.45
KOSDAQ,Pharmaceuticals,제약,8907.89,-2.85,-5.41,3.98,-32.97,-5.06
KOSPI,Financials,금융,1096.37,-3.44,-1.96,3.06,40.17,-1.82
KOSPI,IT Services,IT 서비스,1193.86,-3.56,-2.69,2.98,-8.69,-1.9
KOSDAQ,Publishing & Media,출판·매체복제,1248.23,0.16,-0.21,2.61,-42.76,-6.43
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4053.09,-1.16,-0.77,2.42,-18.25,-6.62
KOSPI,Transport & Warehousing,운송·창고,1983.92,-2.97,-2.04,2.27,6.72,-2.61
KOSPI,Media & Entertainment,오락·문화,855.27,-1.45,-1.01,1.57,-41.05,-3.31
KOSDAQ,Transport Equipment & Parts,운송장비·부품,3854.48,-3.15,-3.94,-0.38,-27.56,-9.42
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1735.0,-1.1,-3.72,-0.76,-28.57,-9.8
KOSDAQ,Media & Entertainment,오락·문화,275.78,-1.71,-1.76,-0.77,-46.81,-9.81
KOSPI,Securities,증권,5014.81,-3.6,-5.07,-1.93,16.63,-6.81
KOSPI,Transport Equipment & Parts,운송장비·부품,4655.42,-5.34,-7.14,-3.88,-2.23,-8.76
KOSPI,Utilities (Electricity & Gas),전기·가스,1005.48,-2.72,-8.36,-5.23,-26.78,-10.11
