# K-Export Stars Korean sector performance · as of 2026-08-27 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,837.65,1.3,-0.39,18.67,-11.41,
KOSPI,KOSPI,코스피,6912.37,1.53,0.87,14.75,60.39,
KOSPI,Construction,건설,175.22,0.52,9.62,32.03,81.5,17.28
KOSDAQ,Non-metallic Minerals,비금속,66337.86,1.03,2.52,28.95,32.9,10.28
KOSDAQ,Machinery & Equipment,기계·장비,791.97,2.48,0.49,26.48,20.47,7.81
KOSPI,Machinery & Equipment,기계·장비,3161.29,0.36,7.55,23.43,14.66,8.68
KOSDAQ,Electronics & Semiconductors,전기전자,1614.08,3.08,1.22,22.43,9.48,3.76
KOSDAQ,Financials,금융,1491.26,3.21,3.44,22.39,0.4,3.72
KOSPI,Metals,금속,7301.71,2.3,4.91,22.04,12.92,7.29
KOSDAQ,Chemicals,화학,2116.64,1.62,0.71,21.82,-14.55,3.15
KOSDAQ,General Services,일반서비스,4427.67,0.14,-4.65,21.15,-28.58,2.48
KOSDAQ,Retail & Distribution,유통,489.97,-0.32,0.75,18.86,-0.31,0.19
KOSPI,Electronics & Semiconductors,전기전자,111088.9,2.62,0.66,17.91,112.84,3.16
KOSDAQ,Telecom,통신,1084.87,-0.82,5.83,17.68,-4.74,-0.99
KOSDAQ,Construction,건설,77.95,1.66,3.78,16.69,-3.97,-1.98
KOSDAQ,Metals,금속,1784.79,1.26,4.64,14.61,-4.69,-4.06
KOSPI,General Services,일반서비스,1413.36,0.46,7.03,14.23,7.75,-0.52
KOSPI,Chemicals,화학,4686.59,0.18,0.78,13.01,15.63,-1.74
KOSDAQ,Textiles & Apparel,섬유·의류,28.26,0.89,-1.5,12.9,-31.62,-5.77
KOSDAQ,Pharmaceuticals,제약,9382.9,-0.36,-2.57,12.74,-29.39,-5.93
KOSPI,Insurance,보험,49484.69,-1.07,4.24,11.99,63.57,-2.76
KOSDAQ,Paper & Timber,종이·목재,6591.64,1.3,3.35,11.19,-14.38,-7.48
KOSDAQ,IT Services,IT 서비스,654.06,-0.32,-0.44,10.45,-29.18,-8.22
KOSPI,Medical & Precision Instruments,의료·정밀기기,1569.43,1.4,0.18,10.23,5.85,-4.52
KOSPI,Retail & Distribution,유통,624.59,-2.36,0.55,10.18,30.53,-4.57
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4017.36,0.12,-2.8,9.97,-24.49,-8.7
KOSPI,Telecom,통신,645.06,-0.06,2.55,9.84,34.19,-4.91
KOSPI,Transport Equipment & Parts,운송장비·부품,5016.28,0.06,-3.1,9.22,5.35,-5.53
KOSPI,Non-metallic Minerals,비금속,3601.31,0.72,3.8,8.71,-11.44,-6.04
KOSPI,Financials,금융,1120.1,0.17,1.56,8.53,43.21,-6.22
KOSPI,Transport & Warehousing,운송·창고,2025.75,0.03,3.36,8.12,8.97,-6.63
KOSDAQ,Transport & Warehousing,운송·창고,3149.46,-0.63,1.08,8.09,17.87,-10.58
KOSDAQ,Other Manufacturing,기타제조,533.53,-0.72,-0.23,8.08,-19.42,-10.59
KOSPI,Paper & Timber,종이·목재,220.27,-0.35,2.16,7.84,-18.76,-6.91
KOSPI,Pharmaceuticals,제약,16683.36,-1.03,1.15,7.11,-5.88,-7.64
KOSPI,IT Services,IT 서비스,1219.21,-0.62,-2.5,6.9,-6.75,-7.85
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1804.52,0.14,-0.85,5.12,-25.71,-13.55
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4985.13,-1.56,2.15,5.06,10.59,-9.69
KOSPI,Securities,증권,5257.3,-0.48,-0.57,4.69,22.27,-10.06
KOSPI,Utilities (Electricity & Gas),전기·가스,1074.76,-2.05,5.42,3.76,-21.73,-10.99
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4054.43,-0.73,0.26,3.36,-18.22,-15.31
KOSPI,Real Estate,부동산,901.14,-1.19,-0.53,3.36,-9.87,-11.39
KOSDAQ,Publishing & Media,출판·매체복제,1236.93,-1.11,0.21,0.61,-43.28,-18.06
KOSDAQ,Media & Entertainment,오락·문화,277.12,-1.29,-1.14,0.17,-46.55,-18.5
KOSPI,Media & Entertainment,오락·문화,860.52,-0.4,2.37,-2.05,-40.69,-16.8
KOSPI,Textiles & Apparel,섬유·의류,217.92,-1.23,1.14,-5.72,-8.38,-20.47
