# K-Export Stars Korean sector performance · as of 2026-09-10 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,836.92,0.79,5.91,-2.44,-11.49,
KOSPI,KOSPI,코스피,7033.92,-0.25,6.91,10.85,63.21,
KOSPI,Electronics & Semiconductors,전기전자,114523.7,-0.28,10.35,18.1,119.42,7.25
KOSDAQ,Telecom,통신,1143.86,-0.61,2.0,15.55,0.44,17.99
KOSDAQ,Non-metallic Minerals,비금속,71527.08,3.47,8.47,13.46,43.3,15.9
KOSPI,Construction,건설,177.07,0.26,9.77,11.34,83.42,0.49
KOSPI,Machinery & Equipment,기계·장비,3325.77,-1.03,11.69,10.95,20.63,0.1
KOSDAQ,Machinery & Equipment,기계·장비,834.81,1.54,11.3,8.88,26.99,11.32
KOSPI,Insurance,보험,49052.99,1.64,-2.54,6.81,62.14,-4.04
KOSPI,Financials,금융,1148.05,0.17,2.75,6.23,46.78,-4.62
KOSPI,General Services,일반서비스,1429.05,1.33,5.84,5.73,8.95,-5.12
KOSDAQ,Transport & Warehousing,운송·창고,3208.6,0.59,-0.4,4.77,20.08,7.21
KOSDAQ,Retail & Distribution,유통,497.98,-0.06,1.86,4.1,1.32,6.54
KOSPI,Chemicals,화학,4857.55,-1.42,1.46,3.98,19.84,-6.87
KOSPI,Retail & Distribution,유통,633.82,0.47,1.69,3.72,32.46,-7.13
KOSDAQ,Textiles & Apparel,섬유·의류,27.82,0.04,-2.93,3.3,-32.69,5.74
KOSDAQ,Metals,금속,1873.7,0.03,7.69,3.15,0.06,5.59
KOSPI,Medical & Precision Instruments,의료·정밀기기,1672.32,2.25,6.84,2.32,12.79,-8.53
KOSDAQ,Electronics & Semiconductors,전기전자,1659.13,1.82,10.12,2.31,12.54,4.75
KOSDAQ,Construction,건설,76.67,0.29,4.8,2.0,-5.54,4.44
KOSPI,Paper & Timber,종이·목재,221.6,0.56,-0.35,1.35,-18.27,-9.5
KOSPI,Transport & Warehousing,운송·창고,2033.67,0.01,-0.1,1.2,9.39,-9.65
KOSPI,Telecom,통신,608.81,-1.35,-0.46,1.01,26.65,-9.84
KOSPI,Non-metallic Minerals,비금속,3593.1,0.93,-0.85,0.92,-11.64,-9.93
KOSPI,Metals,금속,6955.99,0.32,0.69,-0.0,7.57,-10.85
KOSDAQ,Other Manufacturing,기타제조,531.14,0.35,0.47,-0.07,-19.79,2.37
KOSDAQ,Paper & Timber,종이·목재,6543.03,2.5,1.77,-0.9,-15.02,1.54
KOSDAQ,Chemicals,화학,2084.88,0.08,4.1,-2.21,-15.84,0.23
KOSDAQ,Financials,금융,1446.12,0.1,5.29,-2.37,-2.64,0.07
KOSPI,Real Estate,부동산,893.27,0.35,-0.64,-2.38,-10.66,-13.23
KOSPI,Textiles & Apparel,섬유·의류,218.66,0.51,-1.06,-2.65,-8.07,-13.5
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4752.7,0.46,-4.77,-2.81,5.43,-13.66
KOSPI,Media & Entertainment,오락·문화,842.97,-0.87,-1.4,-3.14,-41.9,-13.99
KOSDAQ,Publishing & Media,출판·매체복제,1257.2,-0.68,1.74,-3.25,-42.35,-0.81
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4088.39,2.08,6.36,-4.12,-23.16,-1.68
KOSPI,Securities,증권,5140.5,-0.33,2.22,-4.15,19.55,-15.0
KOSPI,Utilities (Electricity & Gas),전기·가스,1044.31,-2.02,0.62,-4.9,-23.95,-15.75
KOSDAQ,IT Services,IT 서비스,651.79,0.96,3.67,-5.64,-29.43,-3.2
KOSDAQ,Media & Entertainment,오락·문화,283.25,0.96,2.91,-6.07,-45.36,-3.63
KOSPI,Transport Equipment & Parts,운송장비·부품,4829.55,-0.2,1.03,-6.32,1.43,-17.17
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4024.78,0.52,-0.31,-6.34,-18.82,-3.9
KOSPI,IT Services,IT 서비스,1173.82,-0.02,-0.59,-7.31,-10.22,-18.16
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1817.93,0.97,6.11,-9.47,-25.15,-7.03
KOSPI,Pharmaceuticals,제약,15406.09,-1.52,-2.71,-10.25,-13.08,-21.1
KOSDAQ,General Services,일반서비스,4146.98,-0.7,1.54,-12.35,-33.1,-9.91
KOSDAQ,Pharmaceuticals,제약,8621.16,-0.41,-0.92,-15.08,-35.12,-12.64
