# K-Export Stars Korean sector performance · as of 2026-08-10 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,854.47,6.97,15.88,7.62,-9.63,
KOSPI,KOSPI,코스피,6299.66,0.65,0.67,-13.61,46.18,
KOSPI,Metals,금속,7147.31,6.46,16.01,17.41,10.53,31.02
KOSDAQ,General Services,일반서비스,4843.22,10.26,27.14,17.14,-21.87,9.52
KOSPI,Pharmaceuticals,제약,16661.02,1.19,10.8,15.37,-6.0,28.98
KOSDAQ,Financials,금융,1502.96,7.22,16.49,13.59,1.19,5.97
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4278.92,5.51,10.59,13.19,-19.58,5.57
KOSDAQ,Paper & Timber,종이·목재,6673.11,0.73,12.86,11.96,-13.33,4.34
KOSDAQ,Chemicals,화학,2097.56,6.02,15.25,10.03,-15.32,2.41
KOSPI,IT Services,IT 서비스,1232.78,0.63,6.34,10.02,-5.71,23.63
KOSPI,Construction,건설,157.43,2.05,17.78,9.85,63.07,23.46
KOSDAQ,IT Services,IT 서비스,680.55,3.85,12.07,9.71,-26.32,2.09
KOSDAQ,Metals,금속,1821.97,5.05,15.9,9.19,-2.7,1.57
KOSPI,Chemicals,화학,4675.83,0.83,12.67,9.15,15.36,22.76
KOSPI,General Services,일반서비스,1343.99,1.61,8.73,8.44,2.46,22.05
KOSDAQ,Electronics & Semiconductors,전기전자,1623.49,7.95,17.32,8.29,10.12,0.67
KOSPI,Transport & Warehousing,운송·창고,2011.62,-1.57,3.7,8.26,8.21,21.87
KOSPI,"Food, Beverage & Tobacco",음식료·담배,5010.72,-0.73,6.87,7.66,11.15,21.27
KOSDAQ,Retail & Distribution,유통,468.44,3.82,11.33,6.8,-4.69,-0.82
KOSPI,Machinery & Equipment,기계·장비,3030.82,4.57,13.26,6.17,9.93,19.78
KOSDAQ,Pharmaceuticals,제약,10114.54,6.36,18.07,6.0,-23.89,-1.62
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4278.21,2.59,8.11,5.86,-13.71,-1.76
KOSDAQ,Telecom,통신,983.54,1.74,3.77,5.4,-13.64,-2.22
KOSPI,Paper & Timber,종이·목재,217.47,0.59,6.47,5.23,-19.79,18.84
KOSPI,Real Estate,부동산,898.48,0.97,3.9,4.84,-10.14,18.45
KOSDAQ,Construction,건설,74.04,2.35,11.59,4.55,-8.78,-3.07
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1978.8,4.83,13.19,4.03,-18.53,-3.59
KOSDAQ,Transport & Warehousing,운송·창고,3009.16,1.08,2.97,3.67,12.61,-3.95
KOSPI,Utilities (Electricity & Gas),전기·가스,1107.67,0.69,4.41,3.46,-19.33,17.07
KOSDAQ,Other Manufacturing,기타제조,526.83,1.83,6.42,3.34,-20.44,-4.28
KOSPI,Transport Equipment & Parts,운송장비·부품,5335.29,3.14,10.15,3.05,12.05,16.66
KOSDAQ,Media & Entertainment,오락·문화,301.28,1.48,8.4,2.26,-41.89,-5.36
KOSPI,Non-metallic Minerals,비금속,3545.95,1.02,6.61,1.37,-12.8,14.98
KOSDAQ,Machinery & Equipment,기계·장비,749.7,7.96,10.81,0.97,14.04,-6.65
KOSDAQ,Publishing & Media,출판·매체복제,1285.05,0.9,5.64,0.68,-41.07,-6.94
KOSDAQ,Textiles & Apparel,섬유·의류,26.61,1.33,6.61,-0.04,-35.62,-7.66
KOSPI,Medical & Precision Instruments,의료·정밀기기,1598.32,7.19,6.16,-2.41,7.8,11.2
KOSPI,Textiles & Apparel,섬유·의류,224.82,0.67,5.46,-4.45,-5.48,9.16
KOSDAQ,Non-metallic Minerals,비금속,62509.19,11.56,16.59,-4.55,25.23,-12.17
KOSPI,Telecom,통신,593.66,-2.33,2.03,-4.62,23.49,8.99
KOSPI,Insurance,보험,44819.68,0.35,0.94,-5.26,48.15,8.35
KOSPI,Financials,금융,1082.49,0.0,1.76,-5.55,38.4,8.06
KOSPI,Securities,증권,5394.7,4.42,5.5,-6.3,25.46,7.31
KOSPI,Retail & Distribution,유통,605.74,-0.01,4.28,-7.51,26.59,6.1
KOSPI,Media & Entertainment,오락·문화,878.85,-0.66,4.37,-9.51,-39.42,4.1
KOSPI,Electronics & Semiconductors,전기전자,95420.85,0.23,-3.51,-22.56,82.82,-8.95
