# K-Export Stars Korean sector performance · as of 2026-09-11 · Source: KRX Open API · CC BY 4.0 · kexportstars.com/tools/
market,sector_en,sector_ko,close,return_1d_pct,return_1w_pct,return_1m_pct,return_ytd_pct,excess_1m_vs_market_pp
KOSDAQ,KOSDAQ,코스닥,820.64,-1.95,0.88,-4.46,-13.21,
KOSPI,KOSPI,코스피,6909.91,-1.76,3.33,5.03,60.34,
KOSDAQ,Telecom,통신,1134.83,-0.79,0.85,15.67,-0.36,20.13
KOSPI,Construction,건설,180.43,1.9,11.03,11.29,86.9,6.26
KOSPI,Electronics & Semiconductors,전기전자,111474.5,-2.66,4.85,8.53,113.57,3.5
KOSPI,General Services,일반서비스,1449.44,1.43,6.68,7.94,10.5,2.91
KOSPI,Machinery & Equipment,기계·장비,3283.01,-1.29,7.87,7.36,19.08,2.33
KOSPI,Insurance,보험,49816.75,1.56,2.52,7.0,64.67,1.97
KOSDAQ,Transport & Warehousing,운송·창고,3213.3,0.15,-1.26,5.79,20.25,10.25
KOSPI,Financials,금융,1145.05,-0.26,1.91,4.38,46.4,-0.65
KOSDAQ,Machinery & Equipment,기계·장비,808.44,-3.16,2.44,3.24,22.98,7.7
KOSDAQ,Metals,금속,1877.88,0.22,5.8,3.22,0.28,7.68
KOSDAQ,Textiles & Apparel,섬유·의류,27.74,-0.29,-2.73,2.63,-32.88,7.09
KOSPI,Transport & Warehousing,운송·창고,2036.63,0.15,-0.92,2.36,9.55,-2.67
KOSPI,Telecom,통신,614.26,0.9,-1.7,1.78,27.78,-3.25
KOSPI,Non-metallic Minerals,비금속,3582.2,-0.3,-0.92,1.74,-11.91,-3.29
KOSPI,Paper & Timber,종이·목재,220.28,-0.6,-1.83,1.56,-18.75,-3.47
KOSPI,Chemicals,화학,4777.38,-1.65,-0.91,1.33,17.87,-3.7
KOSDAQ,Retail & Distribution,유통,497.96,0.0,0.37,1.07,1.32,5.53
KOSDAQ,Non-metallic Minerals,비금속,68677.56,-3.98,1.75,0.94,37.59,5.4
KOSPI,Retail & Distribution,유통,622.46,-1.79,0.59,0.88,30.09,-4.15
KOSDAQ,Construction,건설,76.49,-0.23,2.36,0.83,-5.77,5.29
KOSPI,Real Estate,부동산,906.07,1.43,0.28,0.33,-9.38,-4.7
KOSPI,"Food, Beverage & Tobacco",음식료·담배,4780.84,0.59,-3.31,-0.16,6.05,-5.19
KOSDAQ,Other Manufacturing,기타제조,530.43,-0.13,-0.31,-1.04,-19.89,3.42
KOSPI,Medical & Precision Instruments,의료·정밀기기,1635.87,-2.18,0.63,-1.14,10.33,-6.17
KOSDAQ,Electronics & Semiconductors,전기전자,1612.07,-2.84,4.34,-1.34,9.35,3.12
KOSPI,Textiles & Apparel,섬유·의류,219.51,0.39,-1.18,-1.36,-7.71,-6.39
KOSDAQ,Publishing & Media,출판·매체복제,1282.47,2.01,0.55,-1.64,-41.19,2.82
KOSPI,Metals,금속,6835.82,-1.73,-0.34,-1.79,5.71,-6.82
KOSPI,Media & Entertainment,오락·문화,850.51,0.89,-1.83,-1.99,-41.38,-7.02
KOSDAQ,IT Services,IT 서비스,655.03,0.5,0.64,-2.97,-29.08,1.49
KOSDAQ,Media & Entertainment,오락·문화,287.49,1.5,1.96,-3.35,-44.55,1.11
KOSDAQ,Paper & Timber,종이·목재,6417.39,-1.92,-0.46,-4.32,-16.65,0.14
KOSDAQ,Transport Equipment & Parts,운송장비·부품,4102.89,0.35,3.61,-4.57,-22.89,-0.11
KOSPI,Utilities (Electricity & Gas),전기·가스,1055.41,1.06,3.22,-4.66,-23.14,-9.69
KOSDAQ,Financials,금융,1415.54,-2.11,1.25,-4.71,-4.69,-0.25
KOSDAQ,"Food, Beverage & Tobacco",음식료·담배,4018.69,-0.15,-0.9,-5.58,-18.94,-1.12
KOSDAQ,Chemicals,화학,2043.76,-1.97,-0.69,-5.89,-17.5,-1.43
KOSPI,Securities,증권,5081.33,-1.15,-0.82,-6.66,18.17,-11.69
KOSPI,Transport Equipment & Parts,운송장비·부품,4852.32,0.47,1.42,-7.37,1.91,-12.4
KOSPI,IT Services,IT 서비스,1165.52,-0.71,-3.84,-7.37,-10.86,-12.4
KOSPI,Pharmaceuticals,제약,15251.46,-1.0,-3.09,-7.9,-13.95,-12.93
KOSDAQ,Medical & Precision Instruments,의료·정밀기기,1768.48,-2.72,0.88,-10.93,-27.19,-6.47
KOSDAQ,General Services,일반서비스,4075.43,-1.73,-2.7,-12.15,-34.26,-7.69
KOSDAQ,Pharmaceuticals,제약,8490.37,-1.52,-4.38,-14.77,-36.11,-10.31
